(c) Der Bundeswahlleiter, Wiesbaden 2021																	
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0)																	
																	
Ergebnisse nach Wahlkreisen																	
Status:	Vorläufig																
Stand:	27.09.2021	06:09															
																	
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM																	
																	
Wahlart	Wahltag	Gebietsart	Gebietsnummer	Gebietsname	UegGebietsart	UegGebietsnummer	Gruppenart	Gruppenname	Gruppenreihenfolge	Stimme	Anzahl	Prozent	VorpAnzahl	VorpProzent	DiffProzent	DiffProzentPkt	Bemerkung
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	DKP	11	1			594	0,419999		-0,419999	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	DKP	11	2	167	0,114709	269	0,189715	-37,918216	-0,075006	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	ÖDP	12	1	401	0,27581					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	ÖDP	12	2	270	0,185457	219	0,154452	23,287671	0,031006	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	MLPD	13	1							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	MLPD	13	2	85	0,058385	82	0,057831	3,658537	0,000554	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	dieBasis	14	1	2308	1,587454					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	dieBasis	14	2	2170	1,490528					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Die Humanisten	15	1							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Die Humanisten	15	2	189	0,12982					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	PIRATEN	16	1	843	0,57982	797	0,563534	5,771644	0,016286	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	PIRATEN	16	2	626	0,429986					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Team Todenhöfer	17	1							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Team Todenhöfer	17	2	304	0,208811					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	UNABHÄNGIGE	18	1	1133	0,779283					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	UNABHÄNGIGE	18	2	1034	0,710233					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Volt	19	1							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Partei	Volt	19	2	419	0,287802					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Einzelbewerber/Wählergruppe	für mehr Bürgerbeteiligung	20	1	955	0,656854					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Einzelbewerber/Wählergruppe	für mehr Bürgerbeteiligung	20	2							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Einzelbewerber/Wählergruppe	ZUKUNFT	21	1	478	0,328771					
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	Einzelbewerber/Wählergruppe	ZUKUNFT	21	2							
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	System-Gruppe	Übrige	1000	1			57	0,040303		-0,040303	
BT	26.09.2021	Wahlkreis	60	Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I	LAND	12	System-Gruppe	Übrige	1000	2			1052	0,741932		-0,741932	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Wahlberechtigte	-4		232797		226640		2,716643		
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Wählende	-3		190547	81,851141	179977	79,41096	5,872973	2,440181	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Ungültige	-2	1	1705	0,894792	2098	1,165705	-18,732126	-0,270912	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Ungültige	-2	2	1667	0,87485	1755	0,975125	-5,014245	-0,100275	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Gültige	-1	1	188842	99,105208	177879	98,834295	6,163178	0,270912	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Gültige	-1	2	188880	99,12515	178222	99,024875	5,980182	0,100275	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	CDU	1	1	26050	13,794601	42905	24,120329	-39,284466	-10,325728	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	CDU	1	2	26288	13,917831	43332	24,313497	-39,333518	-10,395665	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	AfD	2	1	17302	9,162157	21698	12,19818	-20,259932	-3,036023	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	AfD	2	2	18657	9,8777	23691	13,292972	-21,248575	-3,415272	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	SPD	3	1	64270	34,033742	46934	26,385352	36,936975	7,648391	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	SPD	3	2	50964	26,982211	32975	18,502205	54,55345	8,480006	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	DIE LINKE	4	1	14702	7,785344	29768	16,734972	-50,611395	-8,949627	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	DIE LINKE	4	2	19100	10,112241	32654	18,322093	-41,507932	-8,209852	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	FDP	5	1	16870	8,933394	13412	7,539957	25,782881	1,393437	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	FDP	5	2	20219	10,70468	16434	9,221084	23,03152	1,483596	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	GRÜNE	6	1	35452	18,773366	14658	8,240433	141,8611	10,532933	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	GRÜNE	6	2	35863	18,987188	17999	10,099202	99,249958	8,887986	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Tierschutzpartei	7	1							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Tierschutzpartei	7	2	4562	2,41529	3382	1,897633	34,890597	0,517657	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Die PARTEI	8	1	3367	1,782972	4333	2,435926	-22,294023	-0,652954	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Die PARTEI	8	2	2794	1,479246	3244	1,820202	-13,871763	-0,340956	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	FREIE WÄHLER	9	1	3439	1,821099	2261	1,271089	52,10084	0,55001	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	FREIE WÄHLER	9	2	3115	1,649195	1434	0,804614	117,224547	0,844581	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	NPD	10	1							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	NPD	10	2	239	0,126535	606	0,340025	-60,561056	-0,21349	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	DKP	11	1	369	0,195401	523	0,29402	-29,445507	-0,098619	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	DKP	11	2	271	0,143477	298	0,167207	-9,060403	-0,02373	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	ÖDP	12	1	804	0,425753					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	ÖDP	12	2	575	0,304426	405	0,227245	41,975309	0,077181	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	MLPD	13	1							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	MLPD	13	2	80	0,042355	142	0,079676	-43,661972	-0,037321	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	dieBasis	14	1	3019	1,598691					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	dieBasis	14	2	2967	1,570839					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Die Humanisten	15	1	458	0,242531					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Die Humanisten	15	2	368	0,194833					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	PIRATEN	16	1			972	0,546439		-0,546439	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	PIRATEN	16	2	713	0,377488					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Team Todenhöfer	17	1							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Team Todenhöfer	17	2	470	0,248835					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	UNABHÄNGIGE	18	1							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	UNABHÄNGIGE	18	2	613	0,324545					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Volt	19	1	1004	0,531661					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Partei	Volt	19	2	1022	0,541084					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	EINFACH MACHEN	20	1	845	0,447464					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	EINFACH MACHEN	20	2							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Ihre parteilose Direktstimme im Bundestag für Mitbestimmung	21	1	441	0,233529					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Ihre parteilose Direktstimme im Bundestag für Mitbestimmung	21	2							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Internationalistisches Bündnis	22	1	57	0,030184					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Internationalistisches Bündnis	22	2							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Parteilos	23	1	393	0,20811					
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	Einzelbewerber/Wählergruppe	Parteilos	23	2							
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Übrige	1000	1			415	0,233305		-0,233305	
BT	26.09.2021	Wahlkreis	61	Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II	LAND	12	System-Gruppe	Übrige	1000	2			1626	0,912345		-0,912345	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Wahlberechtigte	-4		252738		248708		1,620374		
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Wählende	-3		194446	76,935799	187607	75,432636	3,645386	1,503163	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Ungültige	-2	1	2940	1,511988	3229	1,721151	-8,950139	-0,209163	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Ungültige	-2	2	2724	1,400903	2697	1,43758	1,001112	-0,036677	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Gültige	-1	1	191506	98,488012	184378	98,278849	3,865971	0,209163	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Gültige	-1	2	191722	98,599097	184910	98,56242	3,683954	0,036677	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	CDU	1	1	38092	19,890761	56607	30,701602	-32,707969	-10,810842	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	CDU	1	2	31302	16,326765	49982	27,030447	-37,373454	-10,703682	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	AfD	2	1	33713	17,604148	37358	20,261636	-9,756946	-2,657488	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	AfD	2	2	34395	17,940038	38915	21,045373	-11,615058	-3,105335	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	SPD	3	1	50673	26,460268	36148	19,605376	40,182029	6,854892	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	SPD	3	2	54623	28,490731	32565	17,61127	67,735299	10,879461	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	DIE LINKE	4	1	17421	9,096843	30278	16,421699	-42,463175	-7,324856	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	DIE LINKE	4	2	14961	7,803486	29217	15,80066	-48,793511	-7,997173	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FDP	5	1	15080	7,874427	8910	4,832464	69,248036	3,041963	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FDP	5	2	18904	9,86011	13718	7,418744	37,804345	2,441366	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	GRÜNE	6	1	13523	7,061398	8127	4,407793	66,395964	2,653605	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	GRÜNE	6	2	16160	8,428871	8617	4,660105	87,536266	3,768766	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Tierschutzpartei	7	1	6735	3,516861					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Tierschutzpartei	7	2	6078	3,170215	3456	1,869017	75,868056	1,301198	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Die PARTEI	8	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Die PARTEI	8	2	2077	1,083339	2239	1,210859	-7,235373	-0,12752	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FREIE WÄHLER	9	1	8058	4,207701	5032	2,729176	60,135135	1,478525	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FREIE WÄHLER	9	2	5887	3,070592	2652	1,434211	121,983409	1,636381	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	NPD	10	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	NPD	10	2	552	0,287917	1468	0,7939	-62,39782	-0,505983	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	DKP	11	1	396	0,206782	692	0,375316	-42,774566	-0,168534	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	DKP	11	2	293	0,152825	341	0,184414	-14,076246	-0,031589	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	ÖDP	12	1	441	0,23028					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	ÖDP	12	2	329	0,171603	314	0,169812	4,77707	0,00179	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	MLPD	13	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	MLPD	13	2	100	0,052159	90	0,048672	11,111111	0,003487	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	dieBasis	14	1	2916	1,522668					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	dieBasis	14	2	2745	1,431761					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Die Humanisten	15	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Die Humanisten	15	2	248	0,129354					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	PIRATEN	16	1	1319	0,688751	1226	0,664938	7,585644	0,023813	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	PIRATEN	16	2	919	0,47934					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Team Todenhöfer	17	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Team Todenhöfer	17	2	613	0,319734					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	UNABHÄNGIGE	18	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	UNABHÄNGIGE	18	2	992	0,517416					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Volt	19	1							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	Volt	19	2	544	0,283744					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Bobby	20	1	623	0,325316					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Bobby	20	2							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Bürger bewirbt sich als freier Direktkandidat	21	1	623	0,325316					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Bürger bewirbt sich als freier Direktkandidat	21	2							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Demokratie verteidigen	22	1	78	0,04073					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Einzelbewerber/Wählergruppe	Demokratie verteidigen	22	2							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FAMILIE	23	1	1815	0,947751					
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	Partei	FAMILIE	23	2							
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	62	Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I	LAND	12	System-Gruppe	Übrige	1000	2			1336	0,722514		-0,722514	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Wahlberechtigte	-4		191385		194759		-1,732397		
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Wählende	-3		142432	74,421715	140051	71,909899	1,700095	2,511816	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Ungültige	-2	1	2005	1,407689	2092	1,493742	-4,1587	-0,086052	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Ungültige	-2	2	1841	1,292547	2053	1,465895	-10,326352	-0,173348	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Gültige	-1	1	140427	98,592311	137959	98,506258	1,788937	0,086052	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	System-Gruppe	Gültige	-1	2	140591	98,707453	137998	98,534105	1,879013	0,173348	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	CDU	1	1	22876	16,290315	37344	27,068912	-38,742502	-10,778597	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	CDU	1	2	19890	14,147421	33888	24,556878	-41,306657	-10,409457	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	AfD	2	1	30180	21,491593	30261	21,934778	-0,267671	-0,443184	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	AfD	2	2	28336	20,154917	30477	22,085103	-7,02497	-1,930185	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	SPD	3	1	39349	28,020965	23598	17,105082	66,747182	10,915883	
BT	26.09.2021	Wahlkreis	63	Frankfurt (Oder) – Oder-Spree	LAND	12	Partei	SPD	3	2	41434	29,471303	22702	16,450963	82,512554	13,02034	
